"instruction","domain","intent","sub_intent","tool","response_mode","entity_product","entity_merchant","entity_brand","entity_category","entity_price_min","entity_price_max","entity_location","entity_radius","requires_memory","requires_rag","requires_recommendation","planner_action","workflow_type","planner_actions","planner_action_count","tool_sequence"
"Recommend a good frozen pizza.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Frozen Pizza","","","Frozen Food","","","","",,,,"RECOMMEND_PRODUCT","single","RECOMMEND_PRODUCT","1","recommendation_engine"
"Can you recommend a coffee for everyday use?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Coffee","","","Beverages","","","","",,,,"RECOMMEND_PRODUCT","single","RECOMMEND_PRODUCT","1","recommendation_engine"
"What breakfast cereal would you recommend?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Breakfast Cereal","","","Breakfast Food","","","","",,,,"RECOMMEND_PRODUCT","single","RECOMMEND_PRODUCT","1","recommendation_engine"
"Suggest a healthy snack for me.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Healthy Snacks","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Which laundry detergent should I buy?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Laundry Detergent","","","Household Products","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Help me choose a good orange juice.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Orange Juice","","","Beverages","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a yoghurt for breakfast.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Yoghurt","","","Dairy","","","","",,,,"RECOMMEND_PRODUCT","",,,
"What type of bread would you suggest?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Bread","","","Bakery","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Can you recommend a reliable shampoo?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Shampoo","","","Personal Care","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Suggest a good frozen meal.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Frozen Meal","","","Frozen Food","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Which pasta would you recommend?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Pasta","","","Pasta","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend an affordable chocolate bar.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Chocolate Bar","","","Sweets","","2.0","","",,,,"RECOMMEND_PRODUCT","",,,
"What ice cream should I try?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Ice Cream","","","Frozen Desserts","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a soft drink for a party.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Soft Drink","","","Beverages","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Can you suggest a good rice product?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Rice","","","Rice","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a breakfast product under €5.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Breakfast Food","","5.0","","",,,,"RECOMMEND_PRODUCT","",,,
"Which coffee would you recommend for less than €10?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Coffee","","","Beverages","","10.0","","",,,,"RECOMMEND_PRODUCT","",,,
"Suggest a snack between €2 and €4.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Snacks","2.0","4.0","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a Coca-Cola drink.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Soft Drink","","Coca-Cola","Beverages","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Which Nivea shampoo would you suggest?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Shampoo","","Nivea","Personal Care","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a vegetarian frozen pizza.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Frozen Pizza","","","Vegetarian Food","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Suggest a vegan breakfast product.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Vegan Breakfast Food","","","","",,,,"RECOMMEND_PRODUCT","",,,
"What protein-rich snack would you recommend?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Protein Snacks","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a cleaning product under €6.","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","Cleaning Product","","","Household Products","","6.0","","",,,,"RECOMMEND_PRODUCT","",,,
"What snack would be suitable for children?","RECOMMENDATION","RECOMMEND","PRODUCT","recommendation_engine","hybrid","","","","Children's Snacks","","","","",,,,"RECOMMEND_PRODUCT","",,,
"Recommend a good supermarket near me.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_MERCHANT","",,,
"Which grocery store would you recommend?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Grocery Store","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Suggest a supermarket with affordable prices.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Where should I shop for fresh vegetables?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Fresh Produce","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which nearby store is best for weekly groceries?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Grocery Store","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_MERCHANT","",,,
"Can you recommend a reliable supermarket?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Suggest a good organic grocery store.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Organic Grocery Store","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which supermarket is best for family shopping?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a shop for household products.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Household Products","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which nearby merchant would you suggest for snacks?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Snacks","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a supermarket for budget shopping.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Budget Grocery","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Where should I buy good dairy products?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Dairy","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Suggest a merchant with a wide grocery selection.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Grocery Store","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which grocery store offers the best value for money?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Grocery Store","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend an alternative to Lidl near me.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","Lidl","","Supermarket","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_MERCHANT","",,,
"Which supermarket would you choose for fresh fruit?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Fruit","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a merchant for frozen food.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Frozen Food","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Suggest the best supermarket for students.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which grocery store is known for high-quality products?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Grocery Store","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a nearby supermarket with good service.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_MERCHANT","",,,
"Suggest a shop with many international products.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","International Food","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a merchant that sells premium groceries.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Premium Grocery","","","","",,,,"RECOMMEND_MERCHANT","",,,
"Which supermarket is best for shopping under €30?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","30.0","","",,,,"RECOMMEND_MERCHANT","",,,
"Recommend a grocery store for healthy food in Hamburg.","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Healthy Food","","","Hamburg","",,,,"RECOMMEND_MERCHANT","",,,
"Which supermarket within two kilometres would you recommend?","RECOMMENDATION","RECOMMEND","MERCHANT","recommendation_engine","hybrid","","","","Supermarket","","","CURRENT_LOCATION","2000.0",,,,"RECOMMEND_MERCHANT","",,,
"Recommend the best grocery offer available today.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Groceries","","","","",,,,"RECOMMEND_OFFER","",,,
"Which current discount would you recommend?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_OFFER","",,,
"Suggest a good cashback offer for me.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Cashback","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend the best coffee deal this week.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Coffee","","","Beverages","","","","",,,,"RECOMMEND_OFFER","",,,
"Which supermarket offer would save me the most money?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Supermarket Offers","","","","",,,,"RECOMMEND_OFFER","",,,
"Can you recommend a discount on frozen pizza?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Frozen Pizza","","","Frozen Food","","","","",,,,"RECOMMEND_OFFER","",,,
"Suggest a worthwhile offer from REWE.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","REWE","","","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend a Lidl promotion for household products.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","Lidl","","Household Products","","","","",,,,"RECOMMEND_OFFER","",,,
"Which offer is best for buying snacks?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Snacks","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend a good deal on laundry detergent.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Laundry Detergent","","","Household Products","","","","",,,,"RECOMMEND_OFFER","",,,
"Suggest the best beverage promotion near me.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Beverages","","","CURRENT_LOCATION","1500.0",,,,"RECOMMEND_OFFER","",,,
"Which coffee offer under €5 would you recommend?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Coffee","","","Beverages","","5.0","","",,,,"RECOMMEND_OFFER","",,,
"Recommend a discount for Coca-Cola products.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","Coca-Cola","Beverages","","","","",,,,"RECOMMEND_OFFER","",,,
"What is the best offer on breakfast cereal?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Breakfast Cereal","","","Breakfast Food","","","","",,,,"RECOMMEND_OFFER","",,,
"Suggest a grocery deal between €10 and €20.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Groceries","10.0","20.0","","",,,,"RECOMMEND_OFFER","",,,
"Recommend an offer for fresh fruit.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Fruit","","","","",,,,"RECOMMEND_OFFER","",,,
"Which dairy promotion is worth using?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Dairy","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend the best personal-care deal.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Personal Care","","","","",,,,"RECOMMEND_OFFER","",,,
"Suggest a discount on vegan food.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Vegan Food","","","","",,,,"RECOMMEND_OFFER","",,,
"Which frozen-food offer should I choose?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Frozen Food","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend a good deal available in Hamburg.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","","","","Hamburg","",,,,"RECOMMEND_OFFER","",,,
"Suggest the best offer within one kilometre.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","","","","CURRENT_LOCATION","1000.0",,,,"RECOMMEND_OFFER","",,,
"Which REWE coffee promotion would you recommend?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","Coffee","REWE","","Beverages","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend an offer that gives the highest savings.","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_OFFER","",,,
"What household-products deal should I use this week?","RECOMMENDATION","RECOMMEND","OFFER","recommendation_engine","hybrid","","","","Household Products","","","","",,,,"RECOMMEND_OFFER","",,,
"Recommend products based on my previous purchases.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"What would you suggest based on my shopping history?","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Give me personalized product recommendations.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Suggest offers similar to the ones I usually use.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Recommend something I might like based on my profile.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"What products match my usual shopping habits?","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Recommend groceries based on what I buy most often.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","Groceries","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Suggest a coffee product based on my past orders.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","Coffee","","","Beverages","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Which supermarket would suit my shopping history?","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","Supermarket","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Recommend a deal based on my previous redemptions.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Suggest healthy food that fits my usual preferences.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","Healthy Food","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Recommend products similar to my recent purchases.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"What should I buy next based on my purchase history?","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Give me recommendations that match my favourite brands.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Suggest something within my usual €20 budget.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","","","20.0","","",,,,"RECOMMEND_PERSONALIZED","",,,
"Recommend a breakfast item based on what I normally buy.","RECOMMENDATION","RECOMMEND","PERSONALIZED","recommendation_engine","hybrid","","","","Breakfast Food","","","","",,,,"RECOMMEND_PERSONALIZED","",,,
